batter,min_hit_speed,player_type,avg_hit_speed,rowId,avg_hr_distance,name,attempts,max_distance,player_id,brl_pa,barrels,avg_distance,max_hit_speed,season,fbld,brl_percent,gb
519068,57.8,batter,87.4,row_519068,,Efren Navarro,60,388,519068,0.0%,0,186,105.7,2015,90.2,0.0%,86.9
458681,35.0,batter,83.4,row_458681,,Lance Lynn,22,326,458681,0.0%,0,200,105.7,2015,89.0,0.0%,86.3
446192,96.5,batter,101.1,row_446192,,Adam Moore,2,336,446192,0.0%,0,291,105.6,2015,96.5,0.0%,105.6
519023,37.5,batter,81.9,row_519023,,Devin Mesoraco,29,379,519023,3.9%,2,187,105.6,2015,94.9,6.9%,76.5
435064,38.1,batter,81.6,row_435064,,Bobby Wilson,85,392,435064,2.7%,4,180,105.6,2015,87.5,4.7%,80.3
502261,35.8,batter,86.4,row_502261,408,Cole Gillespie,107,410,502261,1.9%,3,197,105.6,2015,90.7,2.8%,85.5
493596,43.8,batter,85.1,row_493596,383,Gordon Beckham,141,416,493596,0.8%,2,204,105.6,2015,87.2,1.4%,84.1
542942,60.3,batter,90.0,row_542942,414,Carson Blair,11,414,542942,2.9%,1,216,105.6,2015,99.9,9.1%,81.7
473724,57.3,batter,86.4,row_473724,,Matt McBride,28,386,473724,2.3%,1,184,105.6,2015,85.1,3.6%,90.5
435079,27.8,batter,86.2,row_435079,381,Ian Kinsler,485,409,435079,3.9%,26,220,105.5,2015,88.5,5.4%,84.6
592230,40.5,batter,82.8,row_592230,399,Kaleb Cowart,26,399,592230,3.8%,2,162,105.5,2015,89.0,7.7%,82.9
501255,39.5,batter,82.9,row_501255,,Rafael Ynoa,86,388,501255,0.0%,0,189,105.4,2015,86.7,0.0%,81.3
457477,37.5,batter,86.5,row_457477,380,Alejandro De Aza,213,409,457477,2.5%,9,220,105.4,2015,89.8,4.2%,83.1
502481,28.2,batter,82.0,row_502481,400,Jarrod Dyson,133,400,502481,0.9%,2,171,105.3,2015,85.9,1.5%,85.2
502582,27.6,batter,88.2,row_502582,399,Logan Schafer,78,399,502582,1.4%,2,196,105.3,2015,91.5,2.6%,86.6
435401,53.1,batter,85.7,row_435401,,Skip Schumaker,149,375,435401,0.4%,1,192,105.3,2015,89.1,0.7%,83.2
456781,54.9,batter,89.7,row_456781,,Donovan Solano,65,389,456781,0.0%,0,167,105.3,2015,91.1,0.0%,88.9
543302,46.6,batter,87.1,row_543302,360,Chris Herrmann,58,385,543302,2.7%,3,181,105.3,2015,91.8,5.2%,84.1
400284,36.2,batter,88.8,row_400284,375,Chase Utley,284,393,400284,1.4%,6,208,105.3,2015,91.5,2.1%,88.5
594694,67.7,batter,86.9,row_594694,,Wilmer Difo,6,299,594694,0.0%,0,118,105.3,2015,105.3,0.0%,87.1
457711,61.8,batter,86.5,row_457711,,Sean O'Sullivan,9,395,457711,0.0%,0,193,105.2,2015,95.4,0.0%,76.9
453385,69.5,batter,85.2,row_453385,,Clayton Richard,6,329,453385,0.0%,0,214,105.2,2015,92.6,0.0%,71.4
477132,47.6,batter,84.7,row_477132,,Clayton Kershaw,37,408,477132,0.0%,0,166,105.1,2015,86.2,0.0%,84.3
431094,53.6,batter,89.2,row_431094,404,Aaron Hill,222,437,431094,2.8%,10,231,105.1,2015,91.2,4.5%,87.0
425877,33.5,batter,86.5,row_425877,392,Yadier Molina,390,403,425877,1.5%,8,203,105.1,2015,89.6,2.1%,84.4
489267,41.9,batter,87.0,row_489267,388,Adam Rosales,71,408,489267,3.2%,4,190,105.0,2015,91.0,5.6%,84.8
502117,47.4,batter,82.3,row_502117,,Kristopher Negron,56,372,502117,0.9%,1,190,105.0,2015,85.4,1.8%,80.4
518170,83.8,batter,94.5,row_518170,,Jordany Valdespin,3,124,518170,0.0%,0,71,105.0,2015,,0.0%,94.5
502205,66.1,batter,85.4,row_502205,432,Grant Green,23,432,502205,2.3%,1,157,105.0,2015,91.0,4.3%,82.9
541608,64.3,batter,87.5,row_541608,352,Ramon Cabrera,19,352,541608,0.0%,0,180,105.0,2015,82.2,0.0%,90.6
608671,36.5,batter,85.8,row_608671,390,Travis Jankowski,56,390,608671,1.0%,1,162,105.0,2015,87.3,1.8%,89.7
622072,35.2,batter,80.9,row_622072,,Alex Wood,18,356,622072,0.0%,0,167,105.0,2015,91.9,0.0%,84.4
430910,44.4,batter,85.9,row_430910,,Brayan Pena,252,380,430910,0.8%,3,180,105.0,2015,86.9,1.2%,86.2
506702,42.5,batter,83.6,row_506702,,Sandy Leon,69,382,506702,0.8%,1,170,104.9,2015,87.7,1.4%,83.8
474494,67.8,batter,90.4,row_474494,418,Tommy Field,21,422,474494,4.4%,2,171,104.9,2015,90.9,9.5%,90.6
493114,37.4,batter,85.2,row_493114,371,Norichika Aoki,252,388,493114,1.0%,4,170,104.9,2015,87.9,1.6%,84.6
502523,35.1,batter,76.6,row_502523,370,Shawn O'Malley,24,370,502523,0.0%,0,193,104.9,2015,82.5,0.0%,73.9
457788,36.7,batter,78.3,row_457788,,Jordan Schafer,39,363,457788,0.0%,0,165,104.9,2015,85.2,0.0%,76.0
542993,36.1,batter,82.7,row_542993,391,Billy Burns,360,424,542993,0.0%,0,177,104.8,2015,84.8,0.0%,83.6
518774,59.0,batter,88.0,row_518774,380,Matt Harvey,26,380,518774,1.5%,1,173,104.8,2015,93.3,3.8%,84.7
452657,35.1,batter,90.0,row_452657,,Jon Lester,22,372,452657,1.4%,1,171,104.8,2015,92.7,4.5%,92.5
501303,42.3,batter,83.2,row_501303,,Ehire Adrianza,73,375,501303,0.7%,1,184,104.8,2015,85.4,1.4%,83.6
488818,54.7,batter,83.0,row_488818,,Chase d'Arnaud,8,340,488818,0.0%,0,200,104.8,2015,96.7,0.0%,69.3
457760,47.6,batter,87.0,row_457760,,Danny Dorn,18,375,457760,0.0%,0,200,104.7,2015,93.8,0.0%,79.6
543281,37.6,batter,86.3,row_543281,396,Josh Harrison,317,417,543281,1.1%,5,205,104.7,2015,89.7,1.6%,83.4
543569,98.4,batter,101.6,row_543569,,Brent Morel,4,372,543569,14.3%,1,192,104.7,2015,98.4,25.0%,102.6
408299,34.4,batter,83.9,row_408299,387,Omar Infante,334,397,408299,0.9%,4,197,104.7,2015,86.8,1.2%,82.6
519455,36.1,batter,79.7,row_519455,,Jordan Zimmermann,38,338,519455,0.0%,0,163,104.7,2015,84.2,0.0%,78.4
456030,39.7,batter,88.5,row_456030,391,Dustin Pedroia,280,412,456030,1.9%,8,193,104.7,2015,91.6,2.9%,86.7
448802,67.4,batter,88.9,row_448802,,Jaime Garcia,19,389,448802,0.0%,0,175,104.6,2015,94.8,0.0%,86.8
594742,82.8,batter,97.1,row_594742,,Alec Asher,3,348,594742,0.0%,0,311,104.5,2015,97.1,0.0%,
544931,47.2,batter,81.8,row_544931,,Stephen Strasburg,16,349,544931,0.0%,0,201,104.5,2015,84.1,0.0%,79.5
460060,41.7,batter,87.0,row_460060,394,Cliff Pennington,136,404,460060,2.4%,6,204,104.5,2015,90.1,4.4%,85.3
466988,39.2,batter,82.8,row_466988,,Emilio Bonifacio,35,355,466988,1.2%,1,153,104.5,2015,86.2,2.9%,83.9
605228,40.1,batter,79.6,row_605228,404,Jose Fernandez,15,404,605228,4.5%,1,162,104.4,2015,92.1,6.7%,79.8
434563,40.8,batter,85.2,row_434563,383,Carlos Ruiz,209,410,434563,1.9%,6,199,104.3,2015,88.5,2.9%,82.5
430652,42.6,batter,84.0,row_430652,371,Jason Bourgeois,132,391,430652,0.5%,1,178,104.3,2015,84.7,0.8%,85.0
150359,58.7,batter,84.5,row_150359,401,A.J. Burnett,18,401,150359,1.9%,1,170,104.3,2015,94.0,5.6%,78.5
460077,58.0,batter,84.9,row_460077,383,Drew Butera,71,397,460077,0.8%,1,224,104.3,2015,88.7,1.4%,82.4
570717,38.0,batter,83.8,row_570717,,Ramon Flores,24,309,570717,0.0%,0,190,104.3,2015,84.9,0.0%,86.8
594838,36.5,batter,86.6,row_594838,409,Philip Gosselin,80,434,594838,4.2%,5,199,104.3,2015,88.1,6.3%,86.2
518542,59.5,batter,87.6,row_518542,,Juan Centeno,13,362,518542,0.0%,0,200,104.2,2015,86.8,0.0%,94.5
488689,41.1,batter,83.9,row_488689,,Mike Baxter,38,395,488689,1.5%,1,211,104.2,2015,87.2,2.6%,81.2
571740,35.3,batter,82.5,row_571740,383,Billy Hamilton,271,402,571740,0.4%,2,195,104.2,2015,84.5,0.7%,83.5
543257,54.6,batter,84.0,row_543257,354,Robbie Grossman,27,392,543257,1.9%,1,174,104.2,2015,87.8,3.7%,82.1
543734,32.5,batter,83.9,row_543734,382,Chris Rusin,34,382,543734,0.0%,0,162,104.1,2015,89.4,0.0%,84.4
461865,34.1,batter,84.5,row_461865,357,Andrew Romine,117,370,461865,0.0%,0,181,104.1,2015,88.4,0.0%,83.4
506560,51.4,batter,85.8,row_506560,381,Alexi Amarista,235,396,506560,0.8%,3,197,104.1,2015,89.2,1.3%,82.2
503449,35.7,batter,84.4,row_503449,,Wily Peralta,7,386,503449,5.4%,2,235,104.1,2015,87.6,28.6%,97.5
571466,39.7,batter,85.7,row_571466,383,Tucker Barnhart,162,404,571466,0.4%,1,209,104.1,2015,86.5,0.6%,86.8
592407,59.8,batter,87.3,row_592407,380,Bryan Holaday,40,405,592407,6.2%,4,229,104.0,2015,90.4,10.0%,84.0
453539,37.1,batter,85.5,row_453539,384,Sam Fuld,199,397,453539,0.3%,1,166,104.0,2015,88.2,0.5%,85.2
502190,34.3,batter,85.1,row_502190,404,Mike Leake,27,407,502190,2.8%,2,219,104.0,2015,94.7,7.4%,80.5
605323,44.2,batter,86.3,row_605323,,Kyle Kubitza,19,328,605323,0.0%,0,189,103.9,2015,88.3,0.0%,89.3
608641,69.6,batter,88.3,row_608641,,Tim Cooney,11,359,608641,0.0%,0,202,103.9,2015,100.9,0.0%,81.9
514913,33.8,batter,84.9,row_514913,382,Ruben Tejada,260,417,514913,1.0%,4,210,103.9,2015,87.9,1.5%,82.6
593372,58.4,batter,90.2,row_593372,,Carlos Martinez,24,381,593372,0.0%,0,148,103.8,2015,91.0,0.0%,91.4
425549,34.9,batter,82.8,row_425549,408,Clint Barmes,133,413,425549,2.2%,5,218,103.8,2015,85.9,3.8%,80.6
594940,80.1,batter,93.9,row_594940,,Danny Muno,12,327,594940,0.0%,0,145,103.8,2015,91.7,0.0%,95.5
424825,49.3,batter,84.1,row_424825,,Coco Crisp,92,387,424825,0.7%,1,193,103.8,2015,85.2,1.1%,83.6
592710,55.1,batter,86.7,row_592710,387,Josh Rutledge,42,387,592710,2.4%,2,202,103.7,2015,88.0,4.8%,85.5
407862,62.2,batter,89.1,row_407862,,Reed Johnson,17,372,407862,0.0%,0,215,103.7,2015,91.4,0.0%,90.0
543321,60.0,batter,85.4,row_543321,,L.J. Hoes,11,323,543321,0.0%,0,191,103.7,2015,93.5,0.0%,78.7
476270,35.5,batter,78.9,row_476270,,Steve Tolleson,27,379,476270,0.0%,0,151,103.7,2015,91.0,0.0%,77.4
621035,67.0,batter,89.5,row_621035,,Chris Taylor,55,380,621035,1.0%,1,230,103.7,2015,91.2,1.8%,85.6
501800,53.1,batter,84.0,row_501800,343,Allen Craig,47,363,501800,1.1%,1,165,103.7,2015,87.1,2.1%,81.0
451596,70.2,batter,86.9,row_451596,,Yovani Gallardo,2,225,451596,0.0%,0,224,103.6,2015,86.9,0.0%,
572863,36.7,batter,83.4,row_572863,388,Dustin Garneau,43,395,572863,2.6%,2,197,103.6,2015,90.1,4.7%,78.7
571697,31.8,batter,85.1,row_571697,389,Scooter Gennett,251,401,571697,0.5%,2,201,103.6,2015,88.7,0.8%,82.2
543776,36.6,batter,82.8,row_543776,,J.B. Shuck,101,379,543776,0.6%,1,169,103.5,2015,86.1,1.0%,82.5
492841,60.1,batter,86.1,row_492841,,Michael Martinez,16,390,492841,0.0%,0,171,103.5,2015,86.3,0.0%,86.0
500207,44.5,batter,84.0,row_500207,,Jhonatan Solano,18,355,500207,0.0%,0,175,103.5,2015,89.9,0.0%,82.1
594798,35.1,batter,81.4,row_594798,,Jacob deGrom,37,364,594798,0.0%,0,156,103.5,2015,84.6,0.0%,84.8
593643,39.7,batter,81.0,row_593643,,Hanser Alberto,72,392,593643,1.0%,1,199,103.5,2015,84.9,1.4%,77.9
595025,36.9,batter,80.4,row_595025,,Zach Walters,13,343,595025,0.0%,0,207,103.5,2015,84.9,0.0%,73.3
518790,38.7,batter,81.0,row_518790,,Chris Heston,31,377,518790,0.0%,0,137,103.5,2015,82.4,0.0%,82.4
408241,67.4,batter,87.1,row_408241,,Jake Peavy,13,366,408241,0.0%,0,196,103.5,2015,93.3,0.0%,83.2
425794,51.3,batter,80.5,row_425794,,Adam Wainwright,5,141,425794,0.0%,0,66,103.5,2015,,0.0%,87.8
534606,54.4,batter,79.3,row_534606,,Ryan LaMarre,14,312,534606,0.0%,0,182,103.4,2015,77.8,0.0%,80.8
430935,54.6,batter,83.6,row_430935,,Cole Hamels,20,278,430935,0.0%,0,148,103.4,2015,92.3,0.0%,84.8
572233,39.5,batter,81.3,row_572233,,Christian Walker,3,251,572233,0.0%,0,158,103.4,2015,101.2,0.0%,71.4
502624,34.2,batter,82.0,row_502624,,Chase Anderson,19,354,502624,0.0%,0,118,103.3,2015,80.4,0.0%,89.4
543706,53.8,batter,86.3,row_543706,,Daniel Robertson,55,363,543706,1.3%,1,206,103.2,2015,85.1,1.8%,90.4
605388,72.7,batter,92.3,row_605388,,Adam Morgan,8,320,605388,0.0%,0,218,103.2,2015,95.1,0.0%,87.8
544928,83.6,batter,93.4,row_544928,,Tyler Lyons,8,244,544928,0.0%,0,144,103.2,2015,103.2,0.0%,92.1
458689,46.3,batter,81.9,row_458689,402,Chris Dominguez,10,402,458689,0.0%,0,213,103.1,2015,94.9,0.0%,78.9
606299,34.8,batter,76.9,row_606299,,Jose Peraza,18,332,606299,0.0%,0,179,103.1,2015,83.4,0.0%,69.8
488852,48.2,batter,85.7,row_488852,390,Allan Dykstra,17,390,488852,2.6%,1,193,103.1,2015,96.3,5.9%,81.3
468406,40.7,batter,83.9,row_468406,374,Jonathan Herrera,82,390,468406,0.8%,1,207,103.0,2015,83.6,1.2%,84.9
607208,63.4,batter,87.0,row_607208,381,Trea Turner,23,381,607208,2.3%,1,166,103.0,2015,83.7,4.3%,90.6
553988,37.2,batter,85.4,row_553988,,Dixon Machado,46,374,553988,0.0%,0,187,103.0,2015,89.6,0.0%,86.8
571665,103.0,batter,103.0,row_571665,,Daniel Fields,1,240,571665,0.0%,0,240,103.0,2015,,0.0%,103.0
474443,25.8,batter,86.7,row_474443,381,Ivan De Jesus,132,405,474443,1.4%,3,207,102.9,2015,90.0,2.3%,83.2
592836,63.2,batter,89.6,row_592836,,Taijuan Walker,4,351,592836,0.0%,0,247,102.9,2015,100.5,0.0%,78.7
489305,66.2,batter,90.9,row_489305,,Xavier Scruggs,25,391,489305,0.0%,0,215,102.9,2015,93.7,0.0%,89.3
455755,29.0,batter,83.2,row_455755,,Chris Stewart,117,400,455755,0.0%,0,186,102.9,2015,84.4,0.0%,83.7
592863,63.6,batter,87.3,row_592863,409,Mason Williams,15,409,592863,4.5%,1,189,102.8,2015,92.3,6.7%,84.0
453895,45.5,batter,84.7,row_453895,,Brendan Ryan,63,385,453895,0.0%,0,188,102.8,2015,89.2,0.0%,82.9
446359,37.5,batter,85.5,row_446359,378,Zack Cozart,142,394,446359,0.9%,2,210,102.8,2015,88.0,1.4%,84.7
596057,102.7,batter,102.7,row_596057,419,Daniel Norris,1,419,596057,33.3%,1,419,102.7,2015,102.7,100.0%,
605541,36.5,batter,69.6,row_605541,,Mike Wright,2,56,605541,0.0%,0,32,102.7,2015,,0.0%,102.7
489365,46.7,batter,85.0,row_489365,,Josh Thole,35,364,489365,0.0%,0,191,102.7,2015,86.0,0.0%,84.0
463610,54.0,batter,85.2,row_463610,,Gregorio Petit,19,381,463610,2.1%,1,182,102.7,2015,95.4,5.3%,77.4
434628,43.0,batter,83.7,row_434628,,Jason Hammel,44,377,434628,0.0%,0,147,102.7,2015,82.3,0.0%,85.5
592166,102.5,batter,102.5,row_592166,,Ryan Brett,1,395,592166,25.0%,1,395,102.5,2015,102.5,100.0%,
605151,66.8,batter,90.5,row_605151,,Archie Bradley,3,238,605151,0.0%,0,125,102.5,2015,,0.0%,102.4
448306,35.4,batter,87.8,row_448306,,James Shields,36,375,448306,0.0%,0,182,102.5,2015,90.7,0.0%,90.5
592239,37.7,batter,82.8,row_592239,,Todd Cunningham,59,333,592239,0.0%,0,170,102.4,2015,84.9,0.0%,83.2
421685,34.9,batter,78.1,row_421685,,Aaron Harang,29,419,421685,0.0%,0,123,102.4,2015,86.0,0.0%,84.1
112526,63.0,batter,86.6,row_112526,,Bartolo Colon,26,311,112526,0.0%,0,162,102.4,2015,84.3,0.0%,88.9
502213,56.2,batter,82.3,row_502213,,Nevin Ashley,9,308,502213,0.0%,0,128,102.3,2015,92.6,0.0%,79.3
502285,69.2,batter,89.3,row_502285,,Tyler Ladendorf,13,336,502285,0.0%,0,212,102.3,2015,86.0,0.0%,93.1
542513,58.0,batter,84.8,row_542513,,Tomas Telis,27,351,542513,0.0%,0,168,102.3,2015,92.3,0.0%,80.4
285064,49.9,batter,80.6,row_285064,391,Ryan Vogelsong,18,396,285064,0.0%,0,146,102.2,2015,84.9,0.0%,78.9
502226,56.0,batter,85.1,row_502226,,Craig Gentry,33,371,502226,0.0%,0,193,102.2,2015,90.2,0.0%,80.6
571666,44.4,batter,82.5,row_571666,,Mike Fiers,12,296,571666,0.0%,0,152,102.1,2015,87.1,0.0%,79.2
475479,37.3,batter,83.9,row_475479,,David Phelps,17,316,475479,0.0%,0,122,102.1,2015,97.5,0.0%,85.3
282332,102.1,batter,102.1,row_282332,,CC Sabathia,1,181,282332,0.0%,0,181,102.1,2015,102.1,0.0%,
518468,98.6,batter,100.4,row_518468,,Michael Blazek,2,350,518468,0.0%,0,247,102.1,2015,102.1,0.0%,98.6
543094,54.0,batter,84.0,row_543094,,Jaff Decker,18,400,543094,2.8%,1,185,102.0,2015,86.2,5.6%,81.6
542436,40.6,batter,84.0,row_542436,,Cristhian Adames,34,397,542436,0.0%,0,194,102.0,2015,91.1,0.0%,85.2
501245,63.4,batter,85.2,row_501245,,Alfredo Marte,3,310,501245,0.0%,0,209,102.0,2015,90.1,0.0%,82.7
543135,98.7,batter,100.4,row_543135,,Nathan Eovaldi,2,133,543135,0.0%,0,119,102.0,2015,98.7,0.0%,102.0
571578,55.7,batter,85.9,row_571578,,Patrick Corbin,9,300,571578,0.0%,0,150,102.0,2015,89.5,0.0%,84.9
453286,37.8,batter,79.7,row_453286,,Max Scherzer,40,300,453286,0.0%,0,129,102.0,2015,83.6,0.0%,79.4
460003,72.4,batter,86.6,row_460003,,Taylor Teagarden,10,320,460003,0.0%,0,189,101.9,2015,90.3,0.0%,85.6
571467,38.5,batter,84.3,row_571467,,Steve Baron,8,294,571467,0.0%,0,155,101.9,2015,82.7,0.0%,97.0
519082,61.4,batter,81.2,row_519082,370,Nick Noonan,9,370,519082,4.2%,1,141,101.9,2015,81.0,11.1%,81.3
592774,91.7,batter,96.9,row_592774,,Cody Stanley,6,360,592774,0.0%,0,228,101.9,2015,96.9,0.0%,96.9
425496,64.5,batter,89.8,row_425496,,Cody Ross,15,344,425496,0.0%,0,188,101.8,2015,95.1,0.0%,82.0
543219,63.7,batter,82.7,row_543219,,Sean Gilmartin,2,180,543219,0.0%,0,150,101.7,2015,63.7,0.0%,101.7
518653,38.0,batter,83.9,row_518653,374,Jake Elmore,102,403,518653,0.6%,1,198,101.7,2015,87.4,1.0%,81.4
543105,67.5,batter,83.2,row_543105,,Alex Dickerson,4,334,543105,0.0%,0,266,101.6,2015,83.2,0.0%,
519222,75.7,batter,88.6,row_519222,,Austin Romine,2,279,519222,0.0%,0,205,101.6,2015,101.6,0.0%,75.7
425532,75.5,batter,86.9,row_425532,,Jerome Williams,12,341,425532,0.0%,0,175,101.5,2015,86.3,0.0%,87.4
425835,101.4,batter,101.4,row_425835,,Chin-hui Tsao,1,387,425835,0.0%,0,387,101.4,2015,101.4,0.0%,
448674,86.8,batter,94.1,row_448674,,Doug Bernier,2,298,448674,0.0%,0,295,101.4,2015,94.1,0.0%,
519076,49.5,batter,87.1,row_519076,,Jimmy Nelson,13,354,519076,0.0%,0,181,101.4,2015,94.6,0.0%,83.8
217100,56.4,batter,86.2,row_217100,,Willie Bloomquist,46,378,217100,1.4%,1,190,101.3,2015,89.1,2.2%,83.4
518567,40.8,batter,83.6,row_518567,,Josh Collmenter,12,293,518567,0.0%,0,172,101.3,2015,86.2,0.0%,91.1
595191,82.0,batter,93.5,row_595191,,Jerad Eickhoff,3,276,595191,0.0%,0,177,101.3,2015,82.0,0.0%,99.3
430948,48.1,batter,84.4,row_430948,369,Alberto Callaspo,173,395,430948,0.4%,1,209,101.2,2015,85.7,0.6%,83.6
543391,92.1,batter,96.7,row_543391,,Casey Kelly,2,130,543391,0.0%,0,125,101.2,2015,,0.0%,96.7
218596,37.0,batter,78.9,row_218596,386,Tim Hudson,24,386,218596,0.0%,0,211,101.1,2015,85.1,0.0%,71.2
543881,45.9,batter,79.6,row_543881,,Pedro Villarreal,3,354,543881,0.0%,0,180,101.1,2015,91.7,0.0%,73.5
518452,48.0,batter,76.3,row_518452,,Chad Bettis,13,293,518452,0.0%,0,142,101.1,2015,86.3,0.0%,77.1
592274,71.2,batter,88.1,row_592274,,Matt Duffy,5,373,592274,0.0%,0,258,101.1,2015,96.8,0.0%,75.0
493128,63.6,batter,84.6,row_493128,,Munenori Kawasaki,19,369,493128,0.0%,0,178,101.1,2015,83.6,0.0%,85.2
430681,50.9,batter,76.1,row_430681,,Dan Johnson,12,366,430681,0.0%,0,193,101.1,2015,83.8,0.0%,68.4
593871,72.8,batter,85.8,row_593871,,Jorge Polanco,9,267,593871,0.0%,0,173,101.0,2015,80.1,0.0%,90.3
446381,56.5,batter,85.7,row_446381,365,Darwin Barney,20,365,446381,0.0%,0,207,101.0,2015,89.6,0.0%,83.3
570489,66.6,batter,88.5,row_570489,,Arismendy Alcantara,11,286,570489,0.0%,0,155,100.9,2015,94.0,0.0%,90.2
544725,70.3,batter,85.8,row_544725,,Leury Garcia,5,247,544725,0.0%,0,169,100.8,2015,,0.0%,85.8
605400,79.4,batter,94.7,row_605400,,Aaron Nola,4,275,605400,0.0%,0,208,100.7,2015,100.1,0.0%,93.0
553869,100.7,batter,100.7,row_553869,,Elias Diaz,1,365,553869,0.0%,0,365,100.7,2015,100.7,0.0%,
518902,45.6,batter,83.4,row_518902,,Pete Kozma,59,363,518902,0.0%,0,219,100.6,2015,85.8,0.0%,79.8
605439,93.5,batter,97.0,row_605439,,Michael Reed,2,237,605439,0.0%,0,223,100.6,2015,100.6,0.0%,93.5
543272,59.4,batter,84.4,row_543272,,Brad Hand,12,307,543272,0.0%,0,142,100.5,2015,84.8,0.0%,84.2
543408,32.9,batter,77.3,row_543408,,Tom Koehler,20,346,543408,0.0%,0,135,100.5,2015,92.0,0.0%,76.4
429717,39.0,batter,80.0,row_429717,,Dan Haren,30,345,429717,0.0%,0,152,100.5,2015,84.4,0.0%,83.4
605538,43.0,batter,78.6,row_605538,,Matt Wisler,17,310,605538,0.0%,0,143,100.4,2015,79.6,0.0%,82.5
477003,44.0,batter,82.7,row_477003,,Jonathon Niese,31,382,477003,0.0%,0,145,100.4,2015,87.6,0.0%,80.6
542923,79.7,batter,90.0,row_542923,,Dallas Beeler,2,358,542923,0.0%,0,304,100.4,2015,90.0,0.0%,
622663,79.2,batter,89.8,row_622663,,Luis Severino,2,338,622663,50.0%,1,238,100.4,2015,100.4,50.0%,79.2
430912,74.8,batter,88.3,row_430912,,Matt Cain,6,361,430912,0.0%,0,223,100.3,2015,93.0,0.0%,83.5
435623,50.2,batter,85.9,row_435623,,Kevin Frandsen,8,314,435623,0.0%,0,202,100.3,2015,85.3,0.0%,86.5
542963,36.6,batter,81.1,row_542963,360,Rob Brantly,15,366,542963,2.8%,1,213,100.3,2015,88.0,6.7%,73.2
501992,100.2,batter,100.2,row_501992,392,Nathan Karns,1,392,501992,0.0%,0,392,100.2,2015,100.2,0.0%,
456124,51.9,batter,82.5,row_456124,,Erik Kratz,18,370,456124,3.6%,1,191,100.2,2015,88.9,5.6%,77.3
451532,70.7,batter,86.7,row_451532,353,Chad Billingsley,6,353,451532,0.0%,0,159,100.2,2015,95.6,0.0%,82.2
595001,42.4,batter,86.0,row_595001,,Josh Smith,5,387,595001,10.0%,1,219,100.1,2015,98.6,20.0%,
502034,38.6,batter,76.8,row_502034,,Emmanuel Burriss,3,201,502034,0.0%,0,119,100.1,2015,,0.0%,95.9
573064,78.1,batter,87.1,row_573064,,Vidal Nuno,4,307,573064,0.0%,0,220,100.1,2015,90.1,0.0%,78.1
457574,43.6,batter,83.7,row_457574,377,Jordan Pacheco,48,389,457574,0.0%,0,205,100.0,2015,86.9,0.0%,82.7
523260,65.9,batter,82.9,row_523260,,Joe Kelly,2,150,523260,0.0%,0,145,100.0,2015,,0.0%,82.9
543459,72.3,batter,83.8,row_543459,,Steve Lombardozzi,3,271,543459,0.0%,0,176,100.0,2015,,0.0%,83.8
518716,40.2,batter,77.3,row_518716,,Dillon Gee,5,316,518716,0.0%,0,167,99.9,2015,88.7,0.0%,69.7
571735,33.1,batter,74.2,row_571735,,David Hale,15,173,571735,0.0%,0,98,99.9,2015,90.2,0.0%,78.9
502100,66.5,batter,88.6,row_502100,,Alex Presley,6,305,502100,0.0%,0,180,99.8,2015,90.3,0.0%,87.7
445197,99.7,batter,99.7,row_445197,,Mike Dunn,1,128,445197,0.0%,0,128,99.7,2015,,0.0%,99.7
607067,40.2,batter,82.7,row_607067,,Colin Rea,6,345,607067,0.0%,0,202,99.7,2015,90.3,0.0%,95.2
502046,36.4,batter,77.8,row_502046,,Jeff Locke,21,367,502046,0.0%,0,139,99.7,2015,82.1,0.0%,79.0
462515,99.6,batter,99.6,row_462515,,Miguel Socolovich,1,75,462515,0.0%,0,75,99.6,2015,,0.0%,99.6
591712,35.5,batter,74.1,row_591712,,Oscar Hernandez,12,335,591712,0.0%,0,161,99.5,2015,85.2,0.0%,63.7
527054,60.0,batter,82.3,row_527054,,Julio Teheran,40,347,527054,0.0%,0,166,99.5,2015,82.5,0.0%,82.1
425543,59.6,batter,81.0,row_425543,,Josh Wilson,20,361,425543,0.0%,0,213,99.4,2015,85.3,0.0%,72.8
346798,46.4,batter,80.6,row_346798,,Kyle Lohse,23,326,346798,0.0%,0,156,99.4,2015,82.2,0.0%,81.0
430580,71.3,batter,85.4,row_430580,,Alfredo Simon,2,138,430580,0.0%,0,117,99.4,2015,,0.0%,85.4
150302,59.4,batter,78.5,row_150302,,Jason Marquis,10,287,150302,0.0%,0,172,99.2,2015,82.5,0.0%,76.9
457789,69.3,batter,82.9,row_457789,,Jemile Weeks,6,337,457789,0.0%,0,209,99.1,2015,77.6,0.0%,88.1
543045,44.0,batter,83.1,row_543045,,Adam Conley,7,322,543045,0.0%,0,146,99.1,2015,70.0,0.0%,93.0
592869,34.8,batter,73.2,row_592869,,Tyler Wilson,3,272,592869,0.0%,0,159,99.1,2015,85.8,0.0%,99.1
543101,65.0,batter,83.6,row_543101,,Anthony DeSclafani,18,362,543101,0.0%,0,183,99.0,2015,84.8,0.0%,81.8
592680,40.8,batter,80.5,row_592680,,Yadiel Rivera,9,329,592680,0.0%,0,135,98.8,2015,89.7,0.0%,84.0
502042,77.0,batter,87.9,row_502042,,Chris Archer,2,78,502042,0.0%,0,70,98.7,2015,,0.0%,87.9
