batter,min_hit_speed,player_type,avg_hit_speed,rowId,avg_hr_distance,name,attempts,max_distance,player_id,brl_pa,barrels,avg_distance,max_hit_speed,season,fbld,brl_percent,gb
592351,78.0,batter,89.5,row_592351,,Jon Gray,3,156,592351,0.0%,0,117,98.6,2015,,0.0%,89.5
548357,69.7,batter,83.6,row_548357,,Christian Bergman,7,341,548357,0.0%,0,206,98.5,2015,87.3,0.0%,82.1
474699,68.8,batter,85.2,row_474699,,Vance Worley,10,319,474699,0.0%,0,208,98.5,2015,81.3,0.0%,90.7
608379,38.0,batter,81.4,row_608379,,Michael Wacha,29,344,608379,0.0%,0,179,98.5,2015,87.9,0.0%,78.7
519301,79.4,batter,89.0,row_519301,,Sammy Solis,2,112,519301,0.0%,0,84,98.5,2015,,0.0%,89.0
543380,36.4,batter,73.3,row_543380,,Taylor Jungmann,22,374,543380,0.0%,0,143,98.4,2015,79.1,0.0%,78.5
446225,88.5,batter,92.5,row_446225,,Ed Easley,3,284,446225,0.0%,0,175,98.4,2015,98.4,0.0%,89.6
623143,54.6,batter,81.2,row_623143,,Trevor Brown,29,386,623143,0.0%,0,175,98.4,2015,86.4,0.0%,78.1
453178,35.6,batter,80.6,row_453178,,Ian Kennedy,15,335,453178,0.0%,0,133,98.2,2015,94.3,0.0%,79.6
450351,80.6,batter,91.1,row_450351,,C.J. Wilson,4,310,450351,0.0%,0,206,98.1,2015,90.3,0.0%,91.4
429400,58.3,batter,78.2,row_429400,,Adam Loewen,2,195,429400,0.0%,0,135,98.1,2015,,0.0%,78.2
542583,70.6,batter,86.2,row_542583,,Jesus Aguilar,8,365,542583,0.0%,0,247,98.1,2015,85.3,0.0%,86.8
407822,39.5,batter,75.2,row_407822,,Jorge De La Rosa,21,319,407822,0.0%,0,117,98.0,2015,80.2,0.0%,74.4
476451,37.6,batter,85.0,row_476451,,Jeremy Hellickson,24,371,476451,0.0%,0,185,98.0,2015,79.1,0.0%,91.9
502239,69.7,batter,84.1,row_502239,,Trevor Cahill,5,344,502239,0.0%,0,242,98.0,2015,89.0,0.0%,76.9
543294,71.4,batter,86.5,row_543294,,Kyle Hendricks,21,342,543294,0.0%,0,162,97.9,2015,89.9,0.0%,84.8
450729,35.9,batter,77.1,row_450729,,Doug Fister,15,383,450729,2.6%,1,159,97.9,2015,89.1,6.7%,85.1
452718,35.4,batter,79.6,row_452718,358,Kyle Kendrick,21,358,452718,0.0%,0,195,97.8,2015,86.3,0.0%,78.2
490063,46.5,batter,77.8,row_490063,,Matt Garza,17,309,490063,0.0%,0,143,97.7,2015,82.2,0.0%,82.3
435078,42.2,batter,78.7,row_435078,364,Joaquin Arias,44,370,435078,0.0%,0,181,97.7,2015,84.8,0.0%,74.0
499864,63.9,batter,84.1,row_499864,,Luis Jimenez,5,368,499864,0.0%,0,201,97.7,2015,92.4,0.0%,71.6
453344,97.7,batter,97.7,row_453344,,Brandon Morrow,1,13,453344,0.0%,0,13,97.7,2015,,0.0%,97.7
596143,51.8,batter,83.1,row_596143,,Luis Sardinas,57,368,596143,0.0%,0,185,97.7,2015,84.1,0.0%,82.9
571656,97.6,batter,97.6,row_571656,,Buck Farmer,1,239,571656,0.0%,0,239,97.6,2015,,0.0%,97.6
519071,71.1,batter,83.2,row_519071,359,Rey Navarro,24,366,519071,0.0%,0,251,97.6,2015,84.1,0.0%,82.4
572788,87.3,batter,93.1,row_572788,,Tyler Cravy,3,302,572788,0.0%,0,244,97.6,2015,92.4,0.0%,94.3
543184,54.9,batter,76.2,row_543184,,Christian Friedrich,2,148,543184,0.0%,0,100,97.4,2015,,0.0%,76.2
592340,97.3,batter,97.3,row_592340,,Erik Goeddel,1,149,592340,0.0%,0,149,97.3,2015,,0.0%,97.3
457918,35.4,batter,77.1,row_457918,,J.A. Happ,8,271,457918,0.0%,0,108,97.2,2015,84.3,0.0%,81.3
628452,35.9,batter,82.7,row_628452,,Raisel Iglesias,14,379,628452,0.0%,0,169,97.2,2015,91.1,0.0%,80.9
408242,39.5,batter,72.0,row_408242,345,Wil Nieves,5,345,408242,0.0%,0,158,97.1,2015,93.5,0.0%,57.7
572038,97.1,batter,97.1,row_572038,,Branden Pinder,1,287,572038,0.0%,0,287,97.1,2015,97.1,0.0%,
502211,39.0,batter,78.0,row_502211,,Mike Bolsinger,11,378,502211,0.0%,0,143,97.0,2015,76.4,0.0%,85.7
543054,62.0,batter,77.7,row_543054,,Jarred Cosart,9,291,543054,0.0%,0,106,97.0,2015,90.4,0.0%,76.1
596142,96.9,batter,96.9,row_596142,,Gary Sanchez,1,138,596142,0.0%,0,138,96.9,2015,,0.0%,
502409,79.9,batter,89.5,row_502409,,Jonathan Diaz,9,278,502409,0.0%,0,159,96.8,2015,91.8,0.0%,88.3
453214,36.5,batter,66.7,row_453214,,Steven Wright,2,91,453214,0.0%,0,47,96.8,2015,,0.0%,96.8
502676,49.6,batter,79.1,row_502676,,Cole Figueroa,7,339,502676,0.0%,0,177,96.8,2015,90.4,0.0%,89.3
516589,80.3,batter,88.5,row_516589,,Andre Rienzo,2,110,516589,0.0%,0,57,96.7,2015,,0.0%,88.5
450203,43.1,batter,81.2,row_450203,,Charlie Morton,14,330,450203,0.0%,0,139,96.7,2015,86.6,0.0%,83.0
543699,38.0,batter,78.9,row_543699,,Tanner Roark,16,322,543699,0.0%,0,178,96.5,2015,87.8,0.0%,79.1
458582,86.0,batter,90.9,row_458582,,Reid Brignac,5,328,458582,0.0%,0,263,96.4,2015,90.9,0.0%,
542908,81.7,batter,89.0,row_542908,363,Jett Bandy,2,363,542908,0.0%,0,310,96.3,2015,89.0,0.0%,
434622,81.6,batter,89.3,row_434622,,Ubaldo Jimenez,3,277,434622,0.0%,0,147,96.3,2015,90.0,0.0%,89.0
534627,56.9,batter,82.0,row_534627,,Tyler Holt,15,282,534627,0.0%,0,161,96.2,2015,80.4,0.0%,87.2
502032,92.4,batter,94.1,row_502032,,Bud Norris,3,368,502032,0.0%,0,248,96.1,2015,95.0,0.0%,92.4
489067,28.4,batter,76.3,row_489067,,Ryan Lollis,10,316,489067,0.0%,0,153,96.0,2015,91.9,0.0%,77.3
592593,65.4,batter,84.1,row_592593,,Justin Nicolino,12,319,592593,0.0%,0,151,95.9,2015,74.9,0.0%,88.7
453311,57.4,batter,82.6,row_453311,,Tim Lincecum,10,191,453311,0.0%,0,106,95.9,2015,93.6,0.0%,81.3
502188,95.8,batter,95.8,row_502188,,Jeff Samardzija,1,254,502188,0.0%,0,254,95.8,2015,95.8,0.0%,
465753,37.2,batter,74.3,row_465753,,Pedro Florimon,10,329,465753,0.0%,0,156,95.8,2015,71.9,0.0%,82.2
502009,38.6,batter,81.3,row_502009,,Mat Latos,16,365,502009,0.0%,0,189,95.8,2015,86.1,0.0%,81.1
474463,71.3,batter,83.8,row_474463,,Brett Anderson,9,390,474463,0.0%,0,244,95.7,2015,87.0,0.0%,79.8
518700,80.0,batter,90.2,row_518700,,Eric Fryer,8,318,518700,0.0%,0,202,95.7,2015,90.5,0.0%,89.7
621962,78.2,batter,86.8,row_621962,,Ian Thomas,2,134,621962,0.0%,0,69,95.5,2015,,0.0%,86.8
605232,95.5,batter,95.5,row_605232,,Brandon Finnegan,1,159,605232,0.0%,0,159,95.5,2015,,0.0%,95.5
523989,36.7,batter,73.2,row_523989,,Rubby De La Rosa,26,357,523989,0.0%,0,136,95.4,2015,82.5,0.0%,70.5
628333,57.0,batter,78.1,row_628333,,Odrisamer Despaigne,13,259,628333,0.0%,0,121,95.3,2015,82.6,0.0%,77.3
462136,69.2,batter,81.2,row_462136,,Marco Estrada,4,226,462136,0.0%,0,171,95.3,2015,71.2,0.0%,91.3
506693,79.6,batter,88.0,row_506693,,Henderson Alvarez,4,294,506693,0.0%,0,212,95.2,2015,89.8,0.0%,92.7
543903,74.5,batter,84.8,row_543903,,Allen Webster,2,282,543903,0.0%,0,212,95.1,2015,95.1,0.0%,74.5
431148,68.0,batter,81.4,row_431148,,Scott Kazmir,2,210,431148,0.0%,0,162,94.9,2015,,0.0%,81.4
456776,94.9,batter,94.9,row_456776,,Alex Torres,1,137,456776,0.0%,0,137,94.9,2015,,0.0%,94.9
457762,85.7,batter,91.0,row_457762,,Bryan Anderson,3,264,457762,0.0%,0,191,94.8,2015,85.7,0.0%,93.6
430613,94.7,batter,94.7,row_430613,,Ronald Belisario,1,333,430613,0.0%,0,333,94.7,2015,94.7,0.0%,
433587,94.6,batter,94.6,row_433587,,Felix Hernandez,1,111,433587,0.0%,0,111,94.6,2015,,0.0%,94.6
545333,76.1,batter,86.0,row_545333,,Trevor Bauer,4,275,545333,0.0%,0,190,94.6,2015,85.4,0.0%,86.6
605894,69.1,batter,79.1,row_605894,,Severino Gonzalez,6,199,605894,0.0%,0,109,94.4,2015,74.7,0.0%,80.3
453329,86.2,batter,89.4,row_453329,,Clay Buchholz,3,291,453329,0.0%,0,179,94.3,2015,86.2,0.0%,90.9
475416,94.2,batter,94.2,row_475416,,Justin Masterson,1,127,475416,0.0%,0,127,94.2,2015,,0.0%,94.2
571527,60.6,batter,81.6,row_571527,,David Buchanan,9,343,571527,0.0%,0,211,94.1,2015,86.9,0.0%,70.8
572102,40.0,batter,71.9,row_572102,,Keyvius Sampson,3,117,572102,0.0%,0,87,94.1,2015,,0.0%,87.9
474249,34.5,batter,69.2,row_474249,,Ryan Jackson,5,144,474249,0.0%,0,58,94.0,2015,,0.0%,91.0
474284,93.9,batter,93.9,row_474284,,Cory Rasmus,1,7,474284,0.0%,0,7,93.9,2015,,0.0%,93.9
605200,62.8,batter,79.1,row_605200,,Zach Davies,7,327,605200,0.0%,0,202,93.6,2015,78.8,0.0%,79.5
545346,58.0,batter,75.7,row_545346,,Zach Lee,2,356,545346,0.0%,0,221,93.5,2015,93.5,0.0%,58.0
571787,37.2,batter,66.8,row_571787,,David Holmberg,4,210,571787,0.0%,0,127,93.4,2015,70.5,0.0%,79.8
543424,53.3,batter,83.2,row_543424,,John Lamb,8,305,543424,0.0%,0,142,93.3,2015,88.1,0.0%,82.5
502570,70.0,batter,81.0,row_502570,,Rocky Gale,7,268,502570,0.0%,0,133,93.2,2015,80.8,0.0%,81.0
570632,76.7,batter,84.9,row_570632,,Jose Urena,2,134,570632,0.0%,0,68,93.1,2015,,0.0%,84.9
500610,93.1,batter,93.1,row_500610,,Deolis Guerra,1,132,500610,0.0%,0,132,93.1,2015,,0.0%,93.1
456501,38.0,batter,77.3,row_456501,,Johnny Cueto,18,294,456501,0.0%,0,121,92.9,2015,84.3,0.0%,79.2
542882,92.9,batter,92.9,row_542882,,Matt Andriese,1,137,542882,0.0%,0,137,92.9,2015,,0.0%,92.9
554234,53.8,batter,74.7,row_554234,,Williams Perez,11,283,554234,0.0%,0,132,92.8,2015,82.7,0.0%,74.3
592662,36.7,batter,77.5,row_592662,,Robbie Ray,12,280,592662,0.0%,0,135,92.8,2015,78.4,0.0%,82.2
425386,45.9,batter,66.6,row_425386,,Jeremy Guthrie,4,150,425386,0.0%,0,96,92.7,2015,,0.0%,70.8
466948,92.5,batter,92.5,row_466948,,Jean Machi,1,120,466948,0.0%,0,120,92.5,2015,,0.0%,92.5
461829,38.2,batter,77.7,row_461829,,Gio Gonzalez,18,348,461829,0.0%,0,168,92.5,2015,85.6,0.0%,76.9
445095,65.3,batter,79.4,row_445095,,Jason Pridie,3,217,445095,0.0%,0,151,92.4,2015,,0.0%,86.5
572804,63.7,batter,78.0,row_572804,,Cody Decker,3,221,572804,8.3%,1,155,92.2,2015,92.2,33.3%,78.0
460059,92.2,batter,92.2,row_460059,,Mike Pelfrey,1,9,460059,0.0%,0,9,92.2,2015,,0.0%,92.2
518863,81.8,batter,85.4,row_518863,,Taylor Jordan,3,256,518863,0.0%,0,193,92.1,2015,82.1,0.0%,92.1
456701,64.4,batter,78.2,row_456701,,Homer Bailey,2,65,456701,0.0%,0,59,91.9,2015,64.4,0.0%,91.9
572362,59.3,batter,74.0,row_572362,,Robbie Erlin,4,287,572362,0.0%,0,119,91.8,2015,91.8,0.0%,68.0
543475,39.7,batter,68.6,row_543475,,Jordan Lyles,7,351,543475,0.0%,0,163,91.3,2015,74.2,0.0%,63.6
548337,49.3,batter,68.7,row_548337,,Logan Verrett,4,311,548337,0.0%,0,217,91.2,2015,80.9,0.0%,56.4
545404,90.4,batter,90.4,row_545404,,Brandon Beachy,1,274,545404,0.0%,0,274,90.4,2015,90.4,0.0%,
432934,78.3,batter,84.3,row_432934,,Chris Young,2,199,432934,0.0%,0,195,90.2,2015,78.3,0.0%,90.2
445590,36.0,batter,70.2,row_445590,,Eric Stults,6,193,445590,0.0%,0,96,90.1,2015,79.7,0.0%,76.4
592804,90.1,batter,90.1,row_592804,,Tyler Thornburg,1,165,592804,0.0%,0,165,90.1,2015,,0.0%,90.1
285079,88.6,batter,89.3,row_285079,,R.A. Dickey,2,341,285079,0.0%,0,311,90.0,2015,89.3,0.0%,
453646,70.2,batter,80.0,row_453646,,Carlos Villanueva,2,129,453646,0.0%,0,67,89.9,2015,,0.0%,80.0
607259,89.6,batter,89.6,row_607259,,Nick Martinez,1,313,607259,0.0%,0,313,89.6,2015,89.6,0.0%,
519107,89.5,batter,89.5,row_519107,,Andy Parrino,1,199,519107,0.0%,0,199,89.5,2015,89.5,0.0%,
605169,89.3,batter,89.3,row_605169,,Carter Capps,1,189,605169,0.0%,0,189,89.3,2015,,0.0%,89.3
572971,89.1,batter,89.1,row_572971,,Dallas Keuchel,1,126,572971,0.0%,0,126,89.1,2015,,0.0%,89.1
543243,86.3,batter,87.6,row_543243,,Sonny Gray,2,138,543243,0.0%,0,118,89.0,2015,,0.0%,87.6
429719,88.9,batter,88.9,row_429719,,Edwin Jackson,1,112,429719,0.0%,0,112,88.9,2015,,0.0%,88.9
430599,74.5,batter,82.4,row_430599,,Joe Blanton,3,149,430599,0.0%,0,109,88.9,2015,,0.0%,82.4
429780,74.8,batter,81.8,row_429780,,Chris Narveson,2,295,429780,0.0%,0,149,88.7,2015,88.7,0.0%,74.8
519242,39.1,batter,69.6,row_519242,,Chris Sale,5,295,519242,0.0%,0,129,88.7,2015,79.8,0.0%,74.5
572750,36.5,batter,59.0,row_572750,,Eddie Butler,6,169,572750,0.0%,0,62,88.3,2015,88.3,0.0%,77.5
491676,39.2,batter,67.3,row_491676,,Gorkys Hernandez,4,157,491676,0.0%,0,94,88.1,2015,,0.0%,76.7
488846,88.0,batter,88.0,row_488846,,Brian Duensing,1,132,488846,0.0%,0,132,88.0,2015,,0.0%,88.0
433589,67.5,batter,81.6,row_433589,,Yusmeiro Petit,4,165,433589,0.0%,0,64,87.8,2015,83.3,0.0%,81.0
488703,87.7,batter,87.7,row_488703,,Jeff Bianchi,1,89,488703,0.0%,0,89,87.7,2015,,0.0%,87.7
593525,72.4,batter,80.1,row_593525,,Orlando Calixte,2,296,593525,0.0%,0,215,87.7,2015,87.7,0.0%,72.4
493159,42.7,batter,68.6,row_493159,,Tsuyoshi Wada,3,305,493159,0.0%,0,201,87.6,2015,68.6,0.0%,
643327,87.4,batter,87.4,row_643327,,Zack Godley,1,63,643327,0.0%,0,63,87.4,2015,,0.0%,87.4
543557,87.2,batter,87.2,row_543557,,Mike Montgomery,1,282,543557,0.0%,0,282,87.2,2015,87.2,0.0%,
543521,82.0,batter,84.6,row_543521,,Collin McHugh,2,295,543521,0.0%,0,277,87.2,2015,84.6,0.0%,
592665,78.8,batter,82.9,row_592665,,Addison Reed,2,152,592665,0.0%,0,128,87.0,2015,,0.0%,82.9
501381,86.9,batter,86.9,row_501381,,Michael Pineda,1,129,501381,0.0%,0,129,86.9,2015,,0.0%,86.9
502023,86.7,batter,86.7,row_502023,,Travis Tartamella,1,215,502023,0.0%,0,215,86.7,2015,,0.0%,86.7
502327,34.2,batter,60.3,row_502327,,Hector Santiago,2,250,502327,0.0%,0,128,86.4,2015,86.4,0.0%,
571561,86.1,batter,86.1,row_571561,,Tony Cingrani,1,9,571561,0.0%,0,9,86.1,2015,,0.0%,86.1
448614,85.9,batter,85.9,row_448614,,Carlos Torres,1,165,448614,0.0%,0,165,85.9,2015,,0.0%,85.9
468504,70.6,batter,79.9,row_468504,,Jhoulys Chacin,3,265,468504,0.0%,0,150,85.8,2015,83.4,0.0%,78.2
445926,85.7,batter,85.7,row_445926,,Jesse Chavez,1,225,445926,0.0%,0,225,85.7,2015,85.7,0.0%,
500779,82.4,batter,83.9,row_500779,,Jose Quintana,2,108,500779,0.0%,0,55,85.5,2015,,0.0%,83.9
594555,85.4,batter,85.4,row_594555,,Garin Cecchini,1,296,594555,0.0%,0,296,85.4,2015,85.4,0.0%,
435044,85.2,batter,85.2,row_435044,,Scott Baker,1,4,435044,0.0%,0,4,85.2,2015,,0.0%,85.2
502043,76.1,batter,80.5,row_502043,,Kyle Gibson,2,222,502043,0.0%,0,112,84.9,2015,84.9,0.0%,76.1
476589,60.5,batter,72.3,row_476589,,Adam Warren,2,144,476589,0.0%,0,120,84.2,2015,60.5,0.0%,84.2
518603,50.1,batter,67.2,row_518603,,Justin De Fratus,2,233,518603,0.0%,0,188,84.2,2015,,0.0%,67.2
605253,84.1,batter,84.1,row_605253,,Terrance Gore,1,199,605253,0.0%,0,199,84.1,2015,84.1,0.0%,
621281,84.0,batter,84.0,row_621281,,Tyler Wagner,1,16,621281,0.0%,0,16,84.0,2015,,0.0%,84.0
595918,69.1,batter,76.0,row_595918,,A.J. Cole,2,299,595918,0.0%,0,209,83.0,2015,83.0,0.0%,69.1
605177,81.9,batter,82.2,row_605177,,Andrew Chafin,2,239,605177,0.0%,0,204,82.5,2015,82.2,0.0%,
543698,82.2,batter,82.2,row_543698,,Donn Roach,1,209,543698,0.0%,0,209,82.2,2015,82.2,0.0%,
445213,82.2,batter,82.2,row_445213,,Brandon Kintzler,1,160,445213,0.0%,0,160,82.2,2015,82.2,0.0%,
506747,80.7,batter,81.4,row_506747,,Francisco Pena,2,104,506747,0.0%,0,55,82.1,2015,,0.0%,81.4
519425,70.1,batter,77.9,row_519425,,Jackson Williams,3,202,519425,0.0%,0,107,82.1,2015,,0.0%,77.9
542883,82.0,batter,82.0,row_542883,,Dean Anna,1,131,542883,0.0%,0,131,82.0,2015,,0.0%,82.0
543038,82.0,batter,82.0,row_543038,,Dusty Coleman,1,305,543038,0.0%,0,305,82.0,2015,82.0,0.0%,
450308,81.8,batter,81.8,row_450308,,Jered Weaver,1,266,450308,0.0%,0,266,81.8,2015,81.8,0.0%,
429781,53.9,batter,63.4,row_429781,,Kevin Correia,5,225,429781,0.0%,0,156,81.7,2015,81.7,0.0%,57.9
489119,64.9,batter,72.9,row_489119,,Wade Miley,2,115,489119,0.0%,0,86,80.9,2015,,0.0%,72.9
598284,80.8,batter,80.8,row_598284,,Peter O'Brien,1,215,598284,0.0%,0,215,80.8,2015,,0.0%,80.8
279824,56.8,batter,70.6,row_279824,,Mark Buehrle,3,182,279824,0.0%,0,147,80.7,2015,80.7,0.0%,65.5
408042,48.9,batter,64.8,row_408042,,Gerald Laird,2,269,408042,0.0%,0,185,80.6,2015,80.6,0.0%,
591720,69.9,batter,75.1,row_591720,,Ronald Torreyes,2,134,591720,0.0%,0,132,80.2,2015,,0.0%,80.2
605156,79.2,batter,79.2,row_605156,,Aaron Brooks,1,260,605156,0.0%,0,260,79.2,2015,79.2,0.0%,
456071,37.6,batter,57.2,row_456071,,Yohan Flande,5,183,456071,0.0%,0,92,78.9,2015,58.8,0.0%,75.0
543278,78.8,batter,78.8,row_543278,,Blaine Hardy,1,109,543278,0.0%,0,109,78.8,2015,,0.0%,78.8
461833,78.6,batter,78.6,row_461833,,Phil Hughes,1,171,461833,0.0%,0,171,78.6,2015,,0.0%,78.6
458668,78.5,batter,78.5,row_458668,,Jordan Danks,1,296,458668,0.0%,0,296,78.5,2015,78.5,0.0%,
516414,78.4,batter,78.4,row_516414,,Ariel Pena,1,121,516414,0.0%,0,121,78.4,2015,,0.0%,78.4
450172,67.8,batter,73.0,row_450172,,Edinson Volquez,2,264,450172,0.0%,0,207,78.2,2015,78.2,0.0%,67.8
621209,67.7,batter,72.9,row_621209,,Jon Moscot,2,276,621209,0.0%,0,140,78.1,2015,78.1,0.0%,67.7
595014,77.3,batter,77.3,row_595014,,Blake Treinen,1,116,595014,0.0%,0,116,77.3,2015,,0.0%,77.3
542979,77.2,batter,77.2,row_542979,,Keon Broxton,1,108,542979,0.0%,0,108,77.2,2015,,0.0%,77.2
456034,76.9,batter,76.9,row_456034,,David Price,1,145,456034,0.0%,0,145,76.9,2015,,0.0%,76.9
457448,76.9,batter,76.9,row_457448,,Matt Harrison,1,1,457448,0.0%,0,1,76.9,2015,,0.0%,76.9
519043,76.7,batter,76.7,row_519043,,Matt Moore,1,141,519043,0.0%,0,141,76.7,2015,,0.0%,76.7
446372,69.0,batter,72.8,row_446372,,Corey Kluber,2,207,446372,0.0%,0,141,76.6,2015,76.6,0.0%,69.0
544365,48.5,batter,62.4,row_544365,,Manny Banuelos,2,161,544365,0.0%,0,84,76.3,2015,,0.0%,62.4
518420,75.8,batter,75.8,row_518420,,Dylan Axelrod,1,172,518420,0.0%,0,172,75.8,2015,,0.0%,75.8
461325,75.2,batter,75.2,row_461325,,Tyler Clippard,1,114,461325,0.0%,0,114,75.2,2015,,0.0%,75.2
459967,74.8,batter,74.8,row_459967,,Sam LeCure,1,131,459967,0.0%,0,131,74.8,2015,74.8,0.0%,
570649,74.7,batter,74.7,row_570649,,Yordano Ventura,1,175,570649,0.0%,0,175,74.7,2015,74.7,0.0%,
518764,74.4,batter,74.4,row_518764,,Donovan Hand,1,149,518764,0.0%,0,149,74.4,2015,74.4,0.0%,
434643,68.3,batter,71.3,row_434643,,Wandy Rodriguez,2,229,434643,0.0%,0,166,74.2,2015,68.3,0.0%,74.2
501593,73.7,batter,73.7,row_501593,,Luis Avilan,1,77,501593,0.0%,0,77,73.7,2015,,0.0%,73.7
594857,72.4,batter,72.4,row_594857,,Keith Hessler,1,215,594857,0.0%,0,215,72.4,2015,72.4,0.0%,
543606,69.0,batter,69.0,row_543606,,Jake Odorizzi,1,54,543606,0.0%,0,54,69.0,2015,,0.0%,69.0
606160,68.4,batter,68.4,row_606160,,Rafael Montero,1,56,606160,0.0%,0,56,68.4,2015,,0.0%,68.4
516970,67.8,batter,67.8,row_516970,,Sugar Ray Marimon,1,3,516970,0.0%,0,3,67.8,2015,,0.0%,67.8
543901,67.8,batter,67.8,row_543901,,Ryan Weber,1,109,543901,0.0%,0,109,67.8,2015,,0.0%,67.8
547888,66.4,batter,66.4,row_547888,,Masahiro Tanaka,1,3,547888,0.0%,0,3,66.4,2015,,0.0%,66.4
435221,66.4,batter,66.4,row_435221,,Brandon McCarthy,1,67,435221,0.0%,0,67,66.4,2015,,0.0%,66.4
516910,62.0,batter,62.0,row_516910,,Carlos Frias,1,62,516910,0.0%,0,62,62.0,2015,,0.0%,62.0
543942,61.5,batter,61.5,row_543942,,Rob Wooten,1,70,543942,0.0%,0,70,61.5,2015,,0.0%,61.5
534910,59.4,batter,59.4,row_534910,,Jesse Hahn,1,56,534910,0.0%,0,56,59.4,2015,,0.0%,59.4
444446,58.4,batter,58.4,row_444446,,Collin Balester,1,165,444446,0.0%,0,165,58.4,2015,58.4,0.0%,
543548,57.6,batter,57.6,row_543548,,Tommy Milone,1,169,543548,0.0%,0,169,57.6,2015,,0.0%,
430603,57.3,batter,57.3,row_430603,,Don Kelly,1,8,430603,0.0%,0,8,57.3,2015,,0.0%,57.3
519085,43.0,batter,43.0,row_519085,,Brett Oberholtzer,1,3,519085,0.0%,0,3,43.0,2015,,0.0%,
593958,41.1,batter,41.1,row_593958,,Eduardo Rodriguez,1,4,593958,0.0%,0,4,41.1,2015,,0.0%,
471911,34.4,batter,37.7,row_471911,,Carlos Carrasco,2,34,471911,0.0%,0,22,41.0,2015,34.4,0.0%,
543921,38.0,batter,38.0,row_543921,,Joe Wieland,1,4,543921,0.0%,0,4,38.0,2015,,0.0%,
607074,37.0,batter,37.0,row_607074,,Carlos Rodon,1,4,607074,0.0%,0,4,37.0,2015,,0.0%,
592612,36.9,batter,36.9,row_592612,,Josh Osich,1,26,592612,0.0%,0,26,36.9,2015,,0.0%,
