3840,Zach Duke,Brewers,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
3862,Rubby de la Rosa,Red Sox,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4055,Eury De la Rosa,Diamondbacks,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
4089,James Russell,- - -,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4138,Carlos Villanueva,Cubs,13,0.0 %,46.2 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-2,-3.1,.000,-100
4235,Jered Weaver,Angels,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4420,Brad Mills,- - -,3,0.0 %,33.3 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
4578,Pedro Hernandez,Rockies,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4684,Jeff Francis,- - -,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4772,Felix Hernandez,Mariners,3,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
4776,Matt Shoemaker,Angels,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4878,Brandon Maurer,Mariners,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
4897,Scott Kazmir,Athletics,4,0.0 %,25.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
4930,Jon Lester,- - -,5,0.0 %,60.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
5279,Chris Tillman,Orioles,5,0.0 %,40.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
5401,Brad Peacock,Astros,5,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
5448,Jesse Chavez,Athletics,3,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
5556,Jair Jurrjens,Rockies,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.0,.000, , ,-0.4,0,-0.5,.000,-100
5867,Danny Salazar,Indians,3,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
6109,Joe Wieland,Padres,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
6283,Scott Feldman,Astros,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
6316,David Phelps,Yankees,5,0.0 %,20.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
6345,Chris Archer,Rays,4,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
6415,Stolmy Pimentel,Pirates,5,0.0 %,60.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
6627,Brad Brach,Orioles,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
6632,Carlos Carrasco,Indians,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
6865,Jeff Manship,Phillies,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
6902,Martin Perez,Rangers,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
7024,Miguel Gonzalez,Orioles,5,0.0 %,40.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
7106,Jonathan Pettibone,Phillies,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
7410,J.A. Happ,Blue Jays,4,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
7450,Phil Hughes,Twins,6,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.4,.000,-100
7531,Collin McHugh,Astros,3,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
7608,Tommy Milone,- - -,4,0.0 %,25.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
7624,Carlos Torres,Mets,7,0.0 %,57.1 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.7,.000,-100
7725,David Holmberg,Reds,7,0.0 %,28.6 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.7,.000,-100
8077,Stephen Fife,Dodgers,3,0.0 %,33.3 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
8182,Nick Greenwood,Cardinals,6,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.4,.000,-100
8476,Jenrry Mejia,Mets,18,0.0 %,38.9 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-2,-4.3,.000,-100
8600,Dustin McGowan,Blue Jays,4,0.0 %,75.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
9121,T.J. House,Indians,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
9137,Sean O'Sullivan,Phillies,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
9303,Dylan Axelrod,Reds,4,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
9325,Jared Hughes,Pirates,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
9346,Brandon Morrow,Blue Jays,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
9486,George Kontos,Giants,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
9784,Garrett Richards,Angels,11,0.0 %,36.4 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-2.6,.000,-100
9803,Miles Mikolas,Rangers,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
9895,Chris Rusin,Cubs,3,0.0 %,33.3 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
9918,Kevin Slowey,Marlins,5,0.0 %,40.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
9943,Todd Redmond,Blue Jays,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
10190,Tyler Skaggs,Angels,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
10314,Erasmo Ramirez,Mariners,3,0.0 %,33.3 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
10587,Chad Bettis,Rockies,3,0.0 %,33.3 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
10603,Chris Sale,White Sox,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
11157,Eric Jokisch,Cubs,5,0.0 %,20.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
11384,Tommy Kahnle,Rockies,4,0.0 %,25.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
11423,Jose Quintana,White Sox,10,0.0 %,40.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-2.4,.000,-100
11424,Anthony Ranaudo,Red Sox,5,0.0 %,60.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.2,.000,-100
11428,Brandon Workman,Red Sox,4,0.0 %,75.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
11720,Justin Grimm,Cubs,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
11828,James Paxton,Mariners,2,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
12027,Brian Flynn,Marlins,2,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
12520,Erik Johnson,White Sox,3,0.0 %,0.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
12673,Roenis Elias,Mariners,4,0.0 %,25.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
12703,Trevor Bauer,Indians,2,0.0 %,100.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.5,.000,-100
12730,Nick Martinez,Rangers,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
12760,Rafael Montero,Mets,13,0.0 %,38.5 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-2,-3.1,.000,-100
12768,Sonny Gray,Athletics,4,0.0 %,25.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.0,.000,-100
13453,Eddie Butler,Rockies,6,0.0 %,50.0 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,-1,-1.4,.000,-100
14107,Kevin Gausman,Orioles,3,0.0 %,66.7 %,0.00,.000,.000,.000,.000,.000,0.1,.000, , ,0.0,0,-0.7,.000,-100
