PlayerID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
15158,Braden Shipley,Diamondbacks,14,26,27,3,2,1,0,0,2,2,.115,0,10,0,0,1,0,1,0,.115
6893,Johnny Cueto,Giants,32,70,84,8,8,0,0,0,1,5,.114,0,24,0,1,11,2,0,0,.114
12880,Tyler Anderson,Rockies,20,35,42,4,3,0,0,1,1,3,.114,0,11,0,0,3,0,0,0,.114
16208,Brandon Finnegan,Reds,33,53,61,6,4,2,0,0,4,2,.113,0,18,0,0,5,2,0,0,.113
14862,Zack Godley,Diamondbacks,27,18,19,2,2,0,0,0,1,0,.111,0,9,0,0,1,0,0,0,.111
4930,Jon Lester,Cubs,33,59,75,6,3,3,0,0,3,6,.102,0,18,0,0,10,3,0,0,.102
4424,Jon Niese,- - -,30,30,34,3,2,1,0,0,1,1,.100,0,14,0,0,2,1,0,0,.100
8362,Homer Bailey,Reds,6,10,11,1,1,0,0,0,0,0,.100,0,1,0,0,0,1,0,0,.100
16727,Brock Stewart,Dodgers,7,10,10,1,1,0,0,0,0,0,.100,0,7,0,0,0,0,0,0,.100
6570,Tom Koehler,Marlins,33,51,56,5,5,0,0,0,1,4,.098,0,28,0,0,4,0,0,0,.098
1890,Matt Moore,- - -,33,31,35,3,3,0,0,0,2,0,.097,0,13,0,0,4,1,0,0,.097
1507,John Lackey,Cubs,29,63,69,6,4,2,0,0,1,2,.095,0,31,0,0,4,1,0,0,.095
13183,Zach Davies,Brewers,28,53,61,5,5,0,0,0,2,1,.094,0,22,0,0,7,0,0,0,.094
11674,Jameson Taillon,Pirates,18,32,36,3,3,0,0,0,0,2,.094,0,17,0,0,4,2,0,0,.094
12580,Adam Morgan,Phillies,23,32,36,3,2,1,0,0,1,1,.094,0,11,0,0,3,0,0,0,.094
4869,Mike Montgomery,Cubs,17,11,11,1,1,0,0,0,2,1,.091,0,5,0,0,0,0,0,0,.091
11754,Justin Nicolino,Marlins,18,22,24,2,2,0,0,0,0,0,.091,0,11,0,0,1,1,0,0,.091
13560,Alec Asher,Phillies,5,11,11,1,1,0,0,0,0,2,.091,0,6,0,0,0,0,0,0,.091
17130,Raisel Iglesias,Reds,37,11,11,1,1,0,0,0,0,0,.091,0,2,0,0,0,0,0,0,.091
6895,Chase Anderson,Brewers,31,45,52,4,4,0,0,0,3,1,.089,0,27,1,0,5,0,0,0,.089
14975,Chad Kuhl,Pirates,15,23,26,2,2,0,0,0,0,0,.087,0,9,0,0,2,0,0,0,.087
375,Bartolo Colon,Mets,34,60,65,5,2,2,0,1,4,2,.083,0,40,0,0,4,3,0,0,.083
13273,Ross Stripling,Dodgers,22,24,27,2,2,0,0,0,2,1,.083,0,12,0,0,1,0,0,0,.083
16400,Reynaldo Lopez,Nationals,11,12,14,1,1,0,0,0,0,0,.083,0,7,0,0,2,0,0,0,.083
10547,Jimmy Nelson,Brewers,32,50,59,4,4,0,0,0,1,3,.080,0,32,0,0,7,1,0,0,.080
4732,Matt Cain,Giants,21,27,28,2,0,1,0,1,1,5,.074,0,17,0,0,1,0,0,0,.074
2155,Alfredo Simon,Reds,15,14,19,1,1,0,0,0,0,1,.071,0,7,1,0,3,1,0,0,.071
3862,Rubby de la Rosa,Diamondbacks,13,14,17,1,1,0,0,0,0,1,.071,0,3,0,0,3,1,0,0,.071
15015,Alex Reyes,Cardinals,12,14,15,1,1,0,0,0,0,1,.071,0,5,0,0,1,1,0,0,.071
12918,Archie Bradley,Diamondbacks,26,43,48,3,3,0,0,0,2,4,.070,0,28,0,1,4,0,0,0,.070
13453,Eddie Butler,Rockies,17,15,19,1,1,0,0,0,0,0,.067,0,2,0,0,4,0,0,0,.067
13696,Robert Gsellman,Mets,9,15,17,1,1,0,0,0,0,0,.067,0,9,0,0,2,0,0,0,.067
3551,Clayton Richard,- - -,37,17,21,1,1,0,0,0,0,1,.059,0,9,0,0,3,0,0,0,.059
7942,Christian Friedrich,Padres,24,37,43,2,2,0,0,0,2,2,.054,0,23,0,0,3,1,0,0,.054
1011,Ryan Vogelsong,Pirates,24,19,23,1,1,0,0,0,1,1,.053,0,13,1,0,2,0,0,0,.053
12905,Logan Verrett,Mets,35,19,22,1,0,1,0,0,1,0,.053,0,12,0,0,3,0,0,0,.053
8493,John Lamb,Reds,14,20,22,1,1,0,0,0,0,0,.050,0,12,0,0,1,0,0,0,.050
14934,Aaron Blair,Braves,15,21,23,1,1,0,0,0,0,0,.048,0,9,0,0,2,0,0,0,.048
10587,Chad Bettis,Rockies,32,49,58,2,2,0,0,0,2,2,.041,0,21,0,0,5,1,0,0,.041
3340,Matt Garza,Brewers,19,28,33,1,1,0,0,0,1,0,.036,0,17,0,0,3,1,0,0,.036
16149,Aaron Nola,Phillies,20,30,35,1,0,1,0,0,1,0,.033,0,17,1,0,1,0,0,0,.033
14078,Michael Wacha,Cardinals,27,39,45,1,1,0,0,0,1,0,.026,0,22,0,0,3,1,0,0,.026
9460,Dan Straily,Reds,34,52,65,1,1,0,0,0,2,1,.019,0,40,0,0,11,0,0,0,.019
404,CC Sabathia,Yankees,30,1,2,0,0,0,0,0,0,0,.000,0,0,0,0,1,1,0,0,.000
1118,Marco Estrada,Blue Jays,29,5,5,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
1137,Jerome Williams,Cardinals,11,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
1245,R.A. Dickey,Blue Jays,31,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
1345,Blake Wood,Reds,70,2,2,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
1663,Javier Lopez,Giants,68,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
1701,Chris Capuano,Brewers,16,0,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
1837,Matt Belisle,Nationals,40,4,4,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
1852,Ryan Madson,Athletics,63,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
2141,Chris Narveson,Marlins,6,3,3,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
2237,Blaine Boyer,Brewers,61,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
2332,Joel Peralta,- - -,31,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
2391,Hector Rondon,Cubs,54,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
2859,Ross Detwiler,Athletics,9,1,2,0,0,0,0,0,0,0,.000,0,1,0,0,1,0,0,0,.000
3132,Tony Watson,Pirates,70,0,1,0,0,0,0,0,0,0,.000,0,0,0,0,1,0,0,0,.000
3184,David Price,Red Sox,35,10,11,0,0,0,0,0,0,0,.000,0,8,0,0,0,0,0,0,.000
3196,Chris Young,Royals,34,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
3200,Ervin Santana,Twins,30,5,6,0,0,0,0,0,0,0,.000,0,3,0,0,1,0,0,0,.000
3273,Roberto Hernandez,Braves,2,4,4,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
3284,Anibal Sanchez,Tigers,35,6,6,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
3374,Ubaldo Jimenez,Orioles,29,4,4,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
3397,Jumbo Diaz,Reds,45,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
3543,Clay Buchholz,Red Sox,37,2,3,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
3547,Carlos Frias,Dodgers,1,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
3656,Jim Johnson,Braves,65,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
3830,Ricky Nolasco,- - -,32,3,5,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
3832,Matt Buschmann,Diamondbacks,3,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
3886,Gavin Floyd,Blue Jays,28,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
3990,Edinson Volquez,Royals,34,5,5,0,0,0,0,0,0,0,.000,0,3,0,0,0,0,0,0,.000
4070,Pedro Strop,Cubs,55,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
4138,Carlos Villanueva,Padres,51,4,5,0,0,0,0,0,0,0,.000,0,4,0,0,1,0,0,0,.000
4235,Jered Weaver,Angels,31,9,9,0,0,0,0,0,0,0,.000,0,4,0,0,0,0,0,0,.000
4662,Brandon McCarthy,Dodgers,10,13,15,0,0,0,0,0,0,1,.000,0,6,0,0,0,0,0,0,.000
4772,Felix Hernandez,Mariners,25,6,8,0,0,0,0,0,0,0,.000,0,3,0,0,2,0,0,0,.000
4776,Matt Shoemaker,Angels,27,2,2,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
4806,Rich Hill,Dodgers,6,12,12,0,0,0,0,0,0,0,.000,0,8,0,0,0,0,0,0,.000
4994,Fernando Abad,Twins,39,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5057,Yohan Flande,Rockies,2,0,1,0,0,0,0,0,0,0,.000,0,0,0,0,1,0,0,0,.000
5070,Josh Fields,Dodgers,22,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5221,Wade LeBlanc,Pirates,8,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5231,Vin Mazzaro,Giants,2,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5279,Chris Tillman,Orioles,30,2,3,0,0,0,0,0,0,0,.000,0,2,0,0,1,0,0,0,.000
5358,Jose Alvarez,Angels,64,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
5372,Michael Pineda,Yankees,32,1,1,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5420,Pedro Baez,Dodgers,73,1,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
5830,Jhan Marinez,Brewers,43,3,3,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5867,Danny Salazar,Indians,25,5,5,0,0,0,0,0,1,0,.000,0,3,0,0,0,0,0,0,.000
5876,Gonzalez Germen,Rockies,40,3,3,0,0,0,0,0,0,0,.000,0,1,0,0,0,0,0,0,.000
5985,Randall Delgado,Diamondbacks,79,2,2,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,.000
6283,Scott Feldman,Astros,26,2,2,0,0,0,0,0,0,0,.000,0,2,0,0,0,0,0,0,.000
6345,Chris Archer,Rays,33,7,8,0,0,0,0,0,1,0,.000,0,3,0,0,0,0,0,0,.000
