PlayerID,Name,wOBA
3231,Brayan Pena,.201
9571,Craig Gentry,.199
11445,Mark Canha,.198
10099,Dustin Ackley,.192
11494,Kaleb Cowart,.190
198,Danny Worth,.189
10822,Todd Cunningham,.189
7087,Caleb Joseph,.188
2498,Jemile Weeks,.185
10346,John Ryan Murphy,.184
14128,Joey Gallo,.182
5666,Devin Mesoraco,.181
7945,Jaff Decker,.178
16909,Colin Moran,.176
13621,Jeimer Candelario,.176
7002,Will Middlebrooks,.174
2917,Emmanuel Burriss,.169
5485,Jose Pirela,.167
2677,Jordan Pacheco,.166
6880,Nick Noonan,.166
9954,Darrell Ceciliani,.165
9246,Blake Lalli,.163
7250,Collin Cowgill,.161
13325,Deven Marrero,.161
12590,Taylor Featherston,.156
8790,Cole Figueroa,.156
13809,Micah Johnson,.146
2833,Cedric Hunter,.143
12976,Austin Hedges,.143
12140,Juniel Querecuto,.143
16478,Kyle Schwarber,.138
11902,Hanser Alberto,.132
14140,Jose Rondon,.128
7316,Darin Mastroianni,.126
14130,Dan Vogelbach,.121
13051,Chris Colabello,.121
14503,Renato Nunez,.117
6806,Josmil Pinto,.115
4403,Erik Kratz,.111
12180,Jorge Alfaro,.110
12284,Kevan Smith,.110
211,Will Venable,.103
12779,Andrew Burns,.103
5409,Pablo Sandoval,.099
3211,Tyler Ladendorf,.086
6073,Brendan Ryan,.068
10059,Max Stassi,.068
4903,Matt Dominguez,.058
2802,Tony Cruz,.000
2832,Rafael Ynoa,.000
3035,Michael Morse,.000
8272,Matt Tuiasosopo,.000
9362,Adam Moore,.000
9628,Michael McKenry,.000
10622,Zach Walters,.000
11342,Jesus Aguilar,.000
11680,Elias Diaz,.000
12181,Matt Duffy,.000
12606,Raffy Lopez,.000
12797,Dalton Pompey,.000
13658,Terrance Gore,.000
14556,Max Moroff,.000
