PlayerID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
3704,Skip Schumaker,Dodgers,3,3,3,2,2,0,0,0,0,3,.667,0,0,0,0,0,0,0,0,.667
3787,David Wright,Mets,3,3,3,2,2,0,0,0,0,2,.667,0,0,0,0,0,0,0,0,.667
4191,Yunel Escobar,Rays,3,3,3,2,1,1,0,0,0,3,.667,0,0,0,0,0,0,0,0,.667
4314,Joey Votto,Reds,4,3,4,2,2,0,0,0,0,3,.667,0,0,0,1,0,1,0,0,.667
4599,Nick Swisher,Indians,7,3,7,2,1,1,0,0,0,6,.667,0,0,0,4,0,0,0,0,.667
5209,Alex Gordon,Royals,5,3,5,2,2,0,0,0,0,5,.667,0,0,0,2,0,0,0,0,.667
5247,Brett Lawrie,Blue Jays,3,3,3,2,2,0,0,0,0,3,.667,0,0,0,0,0,0,0,0,.667
5422,Steve Lombardozzi,Nationals,5,3,5,2,2,0,0,0,0,5,.667,0,0,0,2,0,0,0,0,.667
5486,Abraham Almonte,Mariners,3,3,3,2,2,0,0,0,0,2,.667,0,0,0,0,0,0,0,0,.667
5653,Ryan Roberts,Rays,2,3,3,2,1,1,0,0,0,3,.667,0,0,0,0,0,0,0,0,.667
8370,Dustin Pedroia,Red Sox,11,6,11,4,4,0,0,0,0,9,.667,0,0,0,5,0,0,0,0,.667
9848,Austin Jackson,Tigers,6,6,7,4,1,2,1,0,0,8,.667,0,0,0,1,0,0,0,0,.667
9892,Jay Bruce,Reds,3,3,3,2,1,1,0,0,0,1,.667,0,0,0,0,0,0,0,0,.667
10071,Jonathan Villar,Astros,3,3,3,2,2,0,0,0,0,3,.667,0,0,0,0,0,0,0,0,.667
11493,Manny Machado,Orioles,6,6,6,4,3,1,0,0,0,4,.667,0,0,0,0,0,0,0,0,.667
1177,Albert Pujols,Angels,6,5,7,3,2,1,0,0,0,6,.600,0,0,0,2,0,0,0,0,.600
1572,Coco Crisp,Athletics,9,5,9,3,3,0,0,0,0,9,.600,0,0,0,3,1,0,0,0,.600
2539,Pete Kozma,Cardinals,6,5,6,3,2,1,0,0,0,5,.600,0,0,0,1,0,1,0,0,.600
5417,Jose Altuve,Astros,7,5,7,3,2,1,0,0,0,5,.600,0,0,0,2,0,0,0,0,.600
5677,A.J. Ellis,Dodgers,8,5,8,3,2,1,0,0,0,7,.600,0,0,0,3,0,0,0,0,.600
6387,Michael Bourn,Indians,5,5,5,3,1,1,1,0,0,7,.600,0,0,0,0,0,0,0,0,.600
8347,Denard Span,Nationals,5,5,5,3,3,0,0,0,0,4,.600,0,0,0,0,0,0,0,0,.600
8385,Pedro Florimon,Twins,6,5,6,3,2,1,0,0,0,5,.600,0,0,0,1,0,0,0,0,.600
9847,Andrew McCutchen,Pirates,7,5,7,3,1,2,0,0,0,6,.600,0,0,0,2,0,0,0,0,.600
10264,Brandon Belt,Giants,5,5,5,3,2,0,1,0,0,3,.600,0,0,0,0,0,0,0,0,.600
639,Adrian Beltre,Rangers,6,7,7,4,3,1,0,0,0,4,.571,0,0,0,0,0,0,0,0,.571
731,Torii Hunter,Tigers,11,7,11,4,3,1,0,0,0,9,.571,0,0,0,4,0,0,0,0,.571
4727,Jacoby Ellsbury,Red Sox,7,7,7,4,4,0,0,0,0,6,.571,0,0,0,0,0,0,0,0,.571
5227,Jon Jay,Cardinals,10,9,11,5,4,1,0,0,0,10,.556,0,0,0,2,0,0,0,0,.556
25,Jose Molina,Rays,3,2,3,1,0,1,0,0,0,3,.500,0,0,0,1,0,0,0,0,.500
443,Juan Pierre,Marlins,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
454,Juan Uribe,Dodgers,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
607,Raul Ibanez,Mariners,2,2,2,1,0,1,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
785,Todd Frazier,Reds,2,2,2,1,1,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
847,Alfonso Soriano,- - -,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
944,Barry Zito,Giants,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
1066,Willie Bloomquist,Diamondbacks,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
1201,Carl Crawford,Dodgers,6,4,6,2,2,0,0,0,0,5,.500,0,0,0,2,0,0,0,0,.500
1326,Vernon Wells,Yankees,7,6,7,3,2,1,0,0,0,5,.500,0,0,0,1,0,0,0,0,.500
1417,Ramon Santiago,Tigers,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
1556,Wil Nieves,Diamondbacks,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
1573,Travis Hafner,Yankees,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
1677,Shane Victorino,Red Sox,5,4,5,2,1,1,0,0,0,3,.500,0,0,0,1,0,0,0,0,.500
1698,Gerald Laird,Braves,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,0,1,0,0,0,.500
1737,Justin Morneau,- - -,4,4,4,2,2,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
1744,Miguel Cabrera,Tigers,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
1887,Jose Bautista,Blue Jays,2,2,2,1,0,1,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
1904,Adam LaRoche,Nationals,8,8,8,4,3,0,1,0,0,5,.500,0,0,0,0,0,0,0,0,.500
2140,Delmon Young,- - -,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
2234,Kelly Johnson,Rays,4,4,4,2,2,0,0,0,0,3,.500,0,0,0,0,0,0,0,0,.500
2411,Jose Tabata,Pirates,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
2579,Carlos Ruiz,Phillies,3,2,3,1,0,1,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
2714,Garrett Jones,Pirates,2,2,2,1,0,1,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
2918,Angel Pagan,Giants,2,2,2,1,0,1,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
3154,Domonic Brown,Phillies,5,4,5,2,1,1,0,0,0,5,.500,0,0,0,1,0,0,0,0,.500
3269,Robinson Cano,Yankees,5,4,5,2,2,0,0,0,0,4,.500,0,0,0,1,0,0,0,0,.500
3353,Matt Joyce,Rays,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
3371,Alejandro De Aza,White Sox,7,4,7,2,2,0,0,0,0,4,.500,0,0,0,2,1,0,0,0,.500
3395,Cliff Pennington,Diamondbacks,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
3473,Anthony Rizzo,Cubs,4,4,4,2,1,1,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
3531,Troy Tulowitzki,Rockies,7,6,7,3,2,1,0,0,0,6,.500,0,0,0,1,0,0,0,0,.500
3790,Jayson Nix,Yankees,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
3817,Joaquin Arias,Giants,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
3856,Jeff Keppinger,White Sox,3,2,3,1,1,0,0,0,0,4,.500,0,0,0,1,0,0,0,0,.500
3917,Dayan Viciedo,White Sox,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
3978,Chris Heisey,Reds,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
4365,Scott Van Slyke,Dodgers,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
4712,Ben Revere,Phillies,4,4,4,2,2,0,0,0,0,3,.500,0,0,0,0,0,0,0,0,.500
4751,Elliot Johnson,- - -,4,4,5,2,1,0,1,0,0,4,.500,0,0,0,1,0,0,0,0,.500
4866,Jarrod Dyson,Royals,4,4,4,2,2,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
4949,Giancarlo Stanton,Marlins,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
5002,Caleb Gindl,Brewers,4,4,4,2,2,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
5219,Wilkin Ramirez,Twins,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
5222,Justin Upton,Braves,3,2,3,1,0,1,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
5450,Daniel Nava,Red Sox,5,4,5,2,2,0,0,0,0,3,.500,0,0,0,1,0,0,0,0,.500
5557,Jarrod Saltalamacchia,Red Sox,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
6073,Brendan Ryan,Mariners,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
6201,Nate Schierholtz,Cubs,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
6265,Andre Ethier,Dodgers,6,4,6,2,1,1,0,0,0,5,.500,0,0,0,2,0,0,0,0,.500
6310,Alcides Escobar,Royals,8,8,8,4,4,0,0,0,0,5,.500,0,0,0,0,0,0,0,0,.500
6547,Jordy Mercer,Pirates,4,4,4,2,2,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
6589,Sean Rodriguez,Rays,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
6732,Zoilo Almonte,Yankees,2,2,2,1,1,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
6788,Josh Satin,Mets,2,2,2,1,0,1,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
6898,Dave Sappelt,Cubs,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
7002,Will Middlebrooks,Red Sox,4,4,4,2,2,0,0,0,0,3,.500,0,0,0,0,0,0,0,0,.500
7158,Eric Young,- - -,5,4,5,2,2,0,0,0,0,4,.500,0,0,0,1,0,0,0,0,.500
7435,Ben Zobrist,Rays,6,4,6,2,1,1,0,0,0,6,.500,0,0,0,2,0,0,0,0,.500
8090,Matt Carpenter,Cardinals,8,6,8,3,1,2,0,0,0,7,.500,0,0,0,2,0,0,0,0,.500
8155,Everth Cabrera,Padres,2,2,2,1,1,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
8202,Josh Harrison,Pirates,5,4,5,2,2,0,0,0,0,3,.500,0,0,0,0,1,1,0,0,.500
8259,Kurt Suzuki,Nationals,4,2,4,1,1,0,0,0,0,3,.500,0,0,0,2,0,0,0,0,.500
8433,Ike Davis,Mets,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
8585,Yuniesky Betancourt,Brewers,4,4,4,2,2,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
8782,Andrew Cashner,Padres,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
9063,Alexi Amarista,Padres,6,6,6,3,3,0,0,0,0,3,.500,0,0,0,0,0,0,0,0,.500
9241,Starling Marte,Pirates,4,4,5,2,1,1,0,0,0,3,.500,0,0,0,1,0,0,0,0,.500
9272,Chris Davis,Orioles,4,2,4,1,0,1,0,0,0,4,.500,0,0,0,2,0,0,0,0,.500
9308,Josh Phegley,White Sox,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
9700,Casper Wells,White Sox,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
9810,Brian Dozier,Twins,3,2,3,1,0,1,0,0,0,2,.500,0,0,0,1,0,1,0,0,.500
9893,Colby Rasmus,Blue Jays,2,2,2,1,1,0,0,0,0,2,.500,0,0,0,0,0,0,0,0,.500
9927,Brett Gardner,Yankees,6,4,6,2,2,0,0,0,0,4,.500,0,0,0,2,0,0,0,0,.500
10047,Wil Myers,Rays,2,2,2,1,1,0,0,0,0,1,.500,0,0,0,0,0,0,0,0,.500
10166,Nick Franklin,Mariners,4,4,4,2,2,0,0,0,0,3,.500,0,0,0,0,0,0,0,0,.500
10339,Scooter Gennett,Brewers,3,2,3,1,0,0,1,0,0,3,.500,0,0,0,0,1,0,0,0,.500
11167,Josh Rutledge,Rockies,3,2,3,1,1,0,0,0,0,2,.500,0,0,0,1,0,0,0,0,.500
13047,Munenori Kawasaki,Blue Jays,5,4,5,2,2,0,0,0,0,5,.500,0,0,0,1,0,0,0,0,.500
2090,Alex Rios,- - -,10,11,11,5,5,0,0,0,0,7,.455,0,0,0,0,0,0,0,0,.455
791,Brandon Phillips,Reds,11,9,11,4,3,1,0,0,0,8,.444,0,0,0,2,0,0,0,0,.444
1101,Ichiro Suzuki,Yankees,7,7,7,3,3,0,0,0,0,4,.429,0,0,0,0,0,0,0,0,.429
3892,Josh Reddick,Athletics,10,7,10,3,2,1,0,0,0,6,.429,0,0,0,3,0,0,0,0,.429
746,A.J. Pierzynski,Rangers,6,5,6,2,2,0,0,0,0,6,.400,0,0,0,1,0,1,0,0,.400
1873,Matt Holliday,Cardinals,5,5,5,2,2,0,0,0,0,2,.400,0,0,0,0,0,0,0,0,.400
